Transect,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,7,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,12,12,12,12,12
Quad,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5
Burrows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0
Littorina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mussels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,0,0,0,2,0,0,0,0
Melampus 1,0,6,0,3,6,0,1,0,12,9,0,4,15,7,0,0,6,0,0,0,0,9,12,5,1,0,7,9,17,7,0,5,6,5,4,0,0,0,0,10,46,1,1,18,3,0,16,18,11,16,0,7,0,2,46,0,12,10,14,11
Melampus 2,0,7,3,0,3,0,2,73,3,2,0,10,21,11,0,0,0,0,5,0,0,12,0,8,9,0,21,7,18,3,0,7,0,4,6,0,1,0,0,0,9,9,1,26,0,0,6,10,19,0,0,14,0,2,9,0,14,17,6,0
Melampus 3,0,0,0,0,0,0,6,3,4,10,0,7,18,8,0,0,7,0,0,0,0,26,7,18,2,0,17,7,14,0,0,0,0,4,6,0,0,0,0,0,7,39,13,7,0,0,4,21,16,17,0,7,12,3,7,0,17,7,0,6
Melampus 4,0,4,4,0,1,100,7,1,6,4,0,6,20,27,0,0,2,0,0,0,0,7,16,5,9,0,19,4,19,0,0,7,4,7,0,0,1,0,0,5,2,0,4,19,2,0,10,19,13,8,0,15,5,1,2,0,18,2,9,7
SPA,92,0,23,31,91,0,2.6,88,89,21,100,1,13,8,70,85,4,100,65,26,98,1.1,24,97,72,71,0,0,19,0,41,39,52,95,0,44,17,0,0,0.1,0,92,65,28,1.7,41,19,100,100,1,100,21,22,33,0,71,16,41,31,0
SPP,0,100,92,77,0,0,100,0,45,78,0,100,100,100,11,0,91,0,41,49,0,100,100,25,28,0,100,100,100,100,0,61,48,19,59,50,100,100,100,100,100,0,0,100,69,59,100,31,68,100,0,100,80,0,100,39,100,100,69,100
SP3,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,6,18,12,14,0,0,0,0.3,0.1,0,0,0,9,0,0,0,0,0.3,0.1
SP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
% Bare,8,96,8,23,9,0,0,12,11,0,0,0,0,0,32,15,9,0,23,17,2,0,0,3,18,29,0,0,0,0,0,0,0,5,0,6,0,0,11,0,0,8,29,0,8,29,0,0,0,0,0,0,8,63,0,20,0,0,0,0
% Detritus,0,0,79,53,74,5,60,9,0,40,0,42,50,35,12,0,84,13,0,41,8,32,48,37,62,0,98,95,83,70,0,11,39,45,61,20,45,85,0,36,50,18,3,14,37,0,24,11,15,66,8,0,42,63,50,10,26,19,46,66
% Wrack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,6,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0
SPA Density1,23,n/a,13,13,47,28,4,82,41,28,16,2,14,19,8,20,3,102,37,8,18,3,15,74,53,13,n/a,n/a,18,n/a,13,33,52,68,0,22,3,n/a,n/a,n/a,n/a,52,61,32,27,10,7,106,102,n/a,12,0,23,12,n/a,15,4,19,21,n/a
SPA Density2,19,n/a,11,13,44,23,2,47,29,39,21,1,10,15,9,28,0,97,72,11,14,1,8,81,76,15,n/a,n/a,12,n/a,18,41,44,74,n/a,16,9,n/a,n/a,n/a,n/a,71,86,24,31,10,10,116,98,n/a,19,25,38,42,n/a,14,2,26,39,
SPA Density3,22,n/a,8,12,29,32,1,38,56,14,80,0,15,14,13,30,4,114,46,9,21,3,17,86,49,11,n/a,n/a,15,n/a,19,40,71,81,n/a,4,8,n/a,n/a,n/a,n/a,88,114,26,3,19,17,84,118,n/a,16,8,12,23,n/a,21,8,20,18,
